,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,cabin_proper,multiple_cabin,family_memb_count,has_family,friends_count,has_friend,no_fam_friend,has_master_miss,age_grp
3319,556,0,1,"Wright, Mr. George",male,62,0,0,113807,26.55,not_assigned,S,Wright,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
3327,887,0,2,"Montvila, Rev. Juozas",male,27,0,0,211536,13,not_assigned,S,Montvila,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3338,563,0,2,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,not_assigned,S,Norman,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3352,627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,not_assigned,Q,Kirkland,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
3360,222,0,2,"Bracken, Mr. James H",male,27,0,0,220367,13,not_assigned,S,Bracken,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3370,616,1,2,"Herman, Miss. Alice",female,24,1,2,220845,65,not_assigned,S,Herman,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,4
3384,755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,not_assigned,S,Herman,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,7
3394,707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,13.5,not_assigned,S,Kelly,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3404,304,1,2,"Keane, Miss. Nora A",female,27.49228571,0,0,226593,12.35,E101,Q,Keane,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
3416,519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,26,not_assigned,S,Angle,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3426,134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29,1,0,228414,26,not_assigned,S,Weisz,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3438,345,0,2,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13,not_assigned,S,Fox,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3449,149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26,F2,S,Navratil,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,6
3454,194,1,2,"Navratil, Master. Michel M",male,3,1,1,230080,26,F2,S,Navratil,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,0
3465,341,1,2,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,S,Navratil,TRUE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,0
3476,184,1,2,"Becker, Master. Richard F",male,1,2,1,230136,39,F4,S,Becker,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,0
3488,619,1,2,"Becker, Miss. Marion Louise",female,4,2,1,230136,39,F4,S,Becker,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,1
3505,260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50,0,1,230433,26,not_assigned,S,Parrish,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,7
3513,881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,26,not_assigned,S,Shelley,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,4
3525,444,1,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13,not_assigned,S,Reynaldo,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3536,99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",female,34,0,1,231919,23,not_assigned,S,Doling,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
3545,652,1,2,"Doling, Miss. Elsie",female,18,0,1,231919,23,not_assigned,S,Doling,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,3
3556,145,0,2,"Andrew, Mr. Edgardo Samuel",male,18,0,0,231945,11.5,not_assigned,S,Andrew,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
3568,735,0,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,not_assigned,S,Troupiansky,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
3579,865,0,2,"Gill, Mr. John William",male,24,0,0,233866,13,not_assigned,S,Gill,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
3593,464,0,2,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,not_assigned,S,Milling,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
3602,191,1,2,"Pinsky, Mrs. (Rosa)",female,32,0,0,234604,13,not_assigned,S,Pinsky,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3612,667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,not_assigned,S,Butler,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
3624,323,1,2,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,not_assigned,Q,Slayter,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
3633,229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18,0,0,236171,13,not_assigned,S,Fahlstrom,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
3647,866,1,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,not_assigned,S,Bystrom,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3656,729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,not_assigned,S,Bryhl,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
3671,233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59,0,0,237442,13.5,not_assigned,S,Sjostedt,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
3681,587,0,2,"Jarvis, Mr. John Denzil",male,47,0,0,237565,15,not_assigned,S,Jarvis,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
3690,636,1,2,"Davis, Miss. Mary",female,28,0,0,237668,13,not_assigned,S,Davis,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
3702,358,0,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,not_assigned,S,Funk,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,6
3709,10,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",female,14,1,0,237736,30.0708,not_assigned,C,Nasser,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,2
3723,123,0,2,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,not_assigned,C,Nasser,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
3733,581,1,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,30,not_assigned,S,Christy,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
3746,289,1,2,"Hosono, Mr. Masabumi",male,42,0,0,237798,13,not_assigned,S,Hosono,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3756,278,0,2,"Parkes, Mr. Francis ""Frank""",male,34.905,0,0,239853,0,not_assigned,S,Parkes,FALSE,FALSE,1,FALSE,3,TRUE,FALSE,FALSE,5
3767,414,0,2,"Cunningham, Mr. Alfred Fleming",male,34.905,0,0,239853,0,not_assigned,S,Cunningham,FALSE,FALSE,1,FALSE,3,TRUE,FALSE,FALSE,5
3778,467,0,2,"Campbell, Mr. William",male,34.905,0,0,239853,0,not_assigned,S,Campbell,FALSE,FALSE,1,FALSE,3,TRUE,FALSE,FALSE,5
3790,482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,36.42833333,0,0,239854,0,not_assigned,S,Frost,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3801,733,0,2,"Knight, Mr. Robert J",male,36.42833333,0,0,239855,0,not_assigned,S,Knight,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3812,675,0,2,"Watson, Mr. Ennis Hastings",male,36.42833333,0,0,239856,0,not_assigned,S,Watson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3822,21,0,2,"Fynney, Mr. Joseph J",male,35,0,0,239865,26,not_assigned,S,Fynney,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,5
3831,792,0,2,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,not_assigned,S,Gaskell,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,3
3844,400,1,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,12.65,not_assigned,S,Trout,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3856,218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42,1,0,243847,27,not_assigned,S,Jacobsohn,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
3865,601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,243847,27,not_assigned,S,Jacobsohn,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,4
3877,577,1,2,"Garside, Miss. Ethel",female,34,0,0,243880,13,not_assigned,S,Garside,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
3890,250,0,2,"Carter, Rev. Ernest Courtenay",male,54,1,0,244252,26,not_assigned,S,Carter,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,7
3900,855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0,244252,26,not_assigned,S,Carter,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
3910,674,1,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,not_assigned,S,Wilhelms,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3920,399,0,2,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,not_assigned,S,Pain,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
3933,150,0,2,"Byles, Rev. Thomas Roussel Davids",male,42,0,0,244310,13,not_assigned,S,Byles,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
3943,552,0,2,"Sharp, Mr. Percival James R",male,27,0,0,244358,26,not_assigned,S,Sharp,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3953,344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13,not_assigned,S,Sedgwick,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
3965,100,0,2,"Kantor, Mr. Sinai",male,34,1,0,244367,26,not_assigned,S,Kantor,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
3975,317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26,not_assigned,S,Kantor,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,4
3987,18,1,2,"Williams, Mr. Charles Eugene",male,34.70913059,0,0,244373,13,not_assigned,S,Williams,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
3998,22,1,2,"Beesley, Mr. Lawrence",male,34,0,0,248698,13,D56,S,Beesley,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4011,16,1,2,"Hewlett, Mrs. (Mary D Kingcome) ",female,55,0,0,248706,16,not_assigned,S,Hewlett,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
4021,809,0,2,"Meyer, Mr. August",male,39,0,0,248723,13,not_assigned,S,Meyer,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
4031,597,1,2,"Leitch, Miss. Jessie Wills",female,25.8125,0,0,248727,33,not_assigned,S,Leitch,FALSE,FALSE,1,FALSE,3,TRUE,FALSE,TRUE,5
4038,721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,not_assigned,S,Harper,FALSE,FALSE,2,TRUE,3,FALSE,FALSE,TRUE,1
4053,849,0,2,"Harper, Rev. John",male,28,0,1,248727,33,not_assigned,S,Harper,FALSE,FALSE,2,TRUE,3,FALSE,FALSE,FALSE,5
4066,696,0,2,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,not_assigned,S,Chapman,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
4074,346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13,F33,S,Brown,TRUE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4081,79,1,2,"Caldwell, Master. Alden Gates",male,0.83,0,2,248738,29,not_assigned,S,Caldwell,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,0
4096,324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,not_assigned,S,Caldwell,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,4
4108,343,0,2,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,not_assigned,S,Collander,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4118,200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24,0,0,248747,13,not_assigned,S,Yrois,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4132,724,0,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,not_assigned,S,Hodges,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
4142,273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,0,1,250644,19.5,not_assigned,S,Mellinger,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
4149,447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,not_assigned,S,Mellinger,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,2
4163,214,0,2,"Givard, Mr. Hans Kristensen",male,30,0,0,250646,13,not_assigned,S,Givard,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4176,715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,not_assigned,S,Greenberg,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,7
4185,801,0,2,"Ponesell, Mr. Martin",male,34,0,0,250647,13,not_assigned,S,Ponesell,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,5
4196,748,1,2,"Sinkkonen, Miss. Anna",female,30,0,0,250648,13,not_assigned,S,Sinkkonen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
4206,248,1,2,"Hamalainen, Mrs. William (Anna)",female,24,0,2,250649,14.5,not_assigned,S,Hamalainen,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,4
4213,756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,not_assigned,S,Hamalainen,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,0
4229,313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,250651,26,not_assigned,S,Lahtinen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4238,418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,not_assigned,S,Silven,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,3
4251,179,0,2,"Hale, Mr. Reginald",male,30,0,0,250653,13,not_assigned,S,Hale,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4261,428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26,not_assigned,S,Phillips,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,TRUE,4
4274,706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,not_assigned,S,Morley,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,6
4284,108,1,3,"Moss, Mr. Albert Johan",male,28.64823033,0,0,312991,7.775,not_assigned,S,Moss,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4294,409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,not_assigned,S,Birkeland,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4306,668,0,3,"Rommetvedt, Mr. Knud Paust",male,29.97899311,0,0,312993,7.775,not_assigned,S,Rommetvedt,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4316,159,0,3,"Smiljanic, Mr. Mile",male,24.95002736,0,0,315037,8.6625,not_assigned,S,Smiljanic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4328,423,0,3,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,not_assigned,S,Zimmerman,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4339,535,0,3,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,not_assigned,S,Cacic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
4348,501,0,3,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,not_assigned,S,Calic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
4362,350,0,3,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,not_assigned,S,Dimic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
4373,472,0,3,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,not_assigned,S,Cacic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
4381,845,0,3,"Culumovic, Mr. Jeso",male,17,0,0,315090,8.6625,not_assigned,S,Culumovic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
4392,164,0,3,"Calic, Mr. Jovo",male,17,0,0,315093,8.6625,not_assigned,S,Calic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
4404,726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,not_assigned,S,Oreskovic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4415,405,0,3,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,not_assigned,S,Oreskovic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4426,837,0,3,"Pasic, Mr. Jakob",male,21,0,0,315097,8.6625,not_assigned,S,Pasic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4438,822,1,3,"Lulic, Mr. Nikola",male,27,0,0,315098,8.6625,not_assigned,S,Lulic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4449,70,0,3,"Kink, Mr. Vincenz",male,26,2,0,315151,8.6625,not_assigned,S,Kink,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4456,185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4,0,2,315153,22.025,not_assigned,S,Kink-Heilmann,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,1
4471,471,0,3,"Keefe, Mr. Arthur",male,30.19013933,0,0,323592,7.25,not_assigned,S,Keefe,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4481,373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,not_assigned,S,Beavan,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4492,113,0,3,"Barton, Mr. David John",male,22,0,0,324669,8.05,not_assigned,S,Barton,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4503,6,0,3,"Moran, Mr. James",male,24.93,0,0,330877,8.4583,not_assigned,Q,Moran,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4515,503,0,3,"O'Sullivan, Miss. Bridget Mary",female,28.72873016,0,0,330909,7.6292,not_assigned,Q,O'Sullivan,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
4525,654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,23.005,0,0,330919,7.8292,not_assigned,Q,O'Leary,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4535,23,1,3,"McGowan, Miss. Anna ""Annie""",female,15,0,0,330923,8.0292,not_assigned,Q,McGowan,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,3
4547,359,1,3,"McGovern, Miss. Mary",female,21.285,0,0,330931,7.8792,not_assigned,Q,McGovern,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4558,83,1,3,"McDermott, Miss. Brigdet Delia",female,21.46452381,0,0,330932,7.7875,not_assigned,Q,McDermott,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4569,681,0,3,"Peters, Miss. Katie",female,22.96833333,0,0,330935,8.1375,not_assigned,Q,Peters,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4580,45,1,3,"Devaney, Miss. Margaret Delia",female,19,0,0,330958,7.8792,not_assigned,Q,Devaney,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4591,29,1,3,"O'Dwyer, Miss. Ellen ""Nellie""",female,21.285,0,0,330959,7.8792,not_assigned,Q,O'Dwyer,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4603,553,0,3,"O'Brien, Mr. Timothy",male,26.74462185,0,0,330979,7.8292,not_assigned,Q,O'Brien,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4613,360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,21.285,0,0,330980,7.8792,not_assigned,Q,Mockler,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4624,630,0,3,"O'Connell, Mr. Patrick D",male,24.10698413,0,0,334912,7.7333,not_assigned,Q,O'Connell,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4636,750,0,3,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,not_assigned,Q,Connaghton,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4646,33,1,3,"Glynn, Miss. Mary Agatha",female,20.44021429,0,0,335677,7.75,not_assigned,Q,Glynn,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4661,281,0,3,"Duane, Mr. Frank",male,65,0,0,336439,7.75,not_assigned,Q,Duane,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
4669,402,0,3,"Adams, Mr. John",male,26,0,0,341826,8.05,not_assigned,S,Adams,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4679,677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,not_assigned,S,Sawyer,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4691,416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,31.48344575,0,0,343095,8.05,not_assigned,S,Meek,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4701,107,1,3,"Salkjelsvik, Miss. Anna Kristine",female,21,0,0,343120,7.65,not_assigned,S,Salkjelsvik,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
4712,90,0,3,"Celotti, Mr. Francesco",male,24,0,0,343275,8.05,not_assigned,S,Celotti,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4724,91,0,3,"Christmann, Mr. Emil",male,29,0,0,343276,8.05,not_assigned,S,Christmann,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4738,327,0,3,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,not_assigned,S,Nysveen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
4747,560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,not_assigned,S,de Messemaeker,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
4757,19,0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31,1,0,345763,18,not_assigned,S,Vander Planke,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4766,39,0,3,"Vander Planke, Miss. Augusta Maria",female,18,2,0,345764,18,not_assigned,S,Vander Planke,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,3
4777,334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18,not_assigned,S,Vander Planke,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,3
4792,874,0,3,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,not_assigned,S,Vander Cruyssen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
4800,81,0,3,"Waelens, Mr. Achille",male,22,0,0,345767,9,not_assigned,S,Waelens,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4811,442,0,3,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,not_assigned,S,Hampe,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4823,201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28,0,0,345770,9.5,not_assigned,S,Vande Walle,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4831,420,0,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,not_assigned,S,Van Impe,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,2
4846,596,0,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,24.15,not_assigned,S,Van Impe,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,6
4856,800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,24.15,not_assigned,S,Van Impe,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,5
4867,287,1,3,"de Mulder, Mr. Theodore",male,30,0,0,345774,9.5,not_assigned,S,de Mulder,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4878,869,0,3,"van Melkebeke, Mr. Philemon",male,25.10092388,0,0,345777,9.5,not_assigned,S,van Melkebeke,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4887,283,0,3,"de Pelsmaeker, Mr. Alfons",male,16,0,0,345778,9.5,not_assigned,S,de Pelsmaeker,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
4900,82,1,3,"Sheerlinck, Mr. Jan Baptist",male,29,0,0,345779,9.5,not_assigned,S,Sheerlinck,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4911,753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,not_assigned,S,Vande Velde,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4921,771,0,3,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,not_assigned,S,Lievens,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
4933,356,0,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,not_assigned,S,Vanden Steen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4939,206,0,3,"Strom, Miss. Telma Matilda",female,2,0,1,347054,10.4625,G6,S,Strom,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,0
4955,252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29,1,1,347054,10.4625,G6,S,Strom,TRUE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
